reading_id,vehicle_id,engine_temp_c,rpm,battery_voltage,oil_pressure_psi,brake_fluid_level_percent,speed_kmh,driving_pattern,mileage_km
436,436,94.24,2346,10.99,46.4,77.77,59,mixed,84321
437,437,91.55,1794,10.74,34.0,83.09,61,highway,180067
438,438,97.35,2019,11.7,31.7,70.21,80,traffic,74283
439,439,98.44,1474,12.21,39.5,48.0,44,traffic,102626
440,440,92.68,1710,12.43,25.0,83.58,80,highway,131595
441,441,94.67,2740,12.05,36.2,28.76,48,traffic,266556
442,442,90.97,2438,12.24,30.8,70.37,45,traffic,112580
443,443,93.63,2695,11.44,32.6,62.43,59,highway,272499
444,444,104.69,2284,12.59,39.7,66.48,18,traffic,142414
445,445,107.68,2561,11.53,29.1,68.34,32,highway,154084
446,446,93.79,3420,12.67,27.5,41.34,35,traffic,96534
447,447,86.43,2173,11.08,26.5,88.63,55,mixed,20033
448,448,93.09,2320,12.41,42.3,48.93,49,traffic,267067
449,449,105.07,2055,12.16,27.3,64.75,15,traffic,160516
450,450,90.28,1887,11.17,36.8,86.13,69,traffic,29982
451,451,95.83,2925,12.33,37.7,57.39,39,traffic,133482
452,452,93.83,2188,12.03,26.5,93.17,47,mixed,242606
453,453,89.13,1359,11.82,35.8,73.95,46,highway,271473
454,454,103.57,2162,12.76,34.1,32.56,36,mixed,160805
455,455,80.29,2430,12.49,36.5,5.0,32,mixed,59540
456,456,93.37,3021,12.67,39.5,86.48,56,mixed,18785
457,457,94.16,3327,11.75,32.8,54.77,32,traffic,215143
458,458,86.74,2444,12.97,33.5,42.49,33,highway,30901
459,459,102.22,1708,13.09,18.6,62.59,22,traffic,128952
460,460,105.43,4470,12.76,30.4,69.49,23,mixed,267781
461,461,85.01,715,12.84,32.8,83.08,47,mixed,241856
462,462,98.68,883,12.59,20.3,64.5,52,traffic,220631
463,463,94.15,1903,12.56,41.8,87.41,29,mixed,175670
464,464,98.75,1772,12.65,46.0,77.66,42,mixed,121518
465,465,101.79,1272,12.44,25.4,54.48,68,traffic,175960
466,466,95.54,2805,9.5,29.7,75.61,46,traffic,28086
467,467,105.86,2674,12.75,39.0,76.63,19,traffic,152296
468,468,97.77,4097,11.9,42.1,80.55,32,mixed,199001
469,469,83.71,1101,10.53,29.8,65.68,44,highway,196493
470,470,88.12,2393,11.8,40.6,60.25,33,mixed,58935
471,471,92.29,3497,12.26,49.6,64.17,20,traffic,215180
472,472,95.02,500,11.94,29.1,40.41,56,traffic,211746
473,473,98.81,1671,11.29,31.2,49.9,10,traffic,217614
474,474,99.33,2937,12.18,35.4,76.12,47,mixed,265460
475,475,95.86,2123,13.06,32.8,72.81,9,traffic,97379
476,476,98.33,3514,12.33,37.4,59.16,51,mixed,75669
477,477,95.05,2858,12.16,40.5,74.76,28,highway,224476
478,478,100.47,2573,13.22,23.8,74.11,58,mixed,269887
479,479,93.83,1102,10.12,25.1,71.78,27,traffic,221581
480,480,83.35,2057,12.85,47.7,86.41,54,mixed,215808
481,481,87.68,593,12.55,42.3,49.42,33,highway,59036
482,482,91.81,2889,11.08,32.6,85.16,76,traffic,64419
483,483,104.65,2848,13.15,43.0,56.42,33,mixed,176109
484,484,86.63,2904,12.42,29.3,70.21,63,mixed,102155
485,485,90.89,1796,10.93,49.4,84.97,19,traffic,119939
486,486,100.09,3190,12.31,41.8,59.66,16,traffic,217240
487,487,97.02,1763,12.22,32.2,60.2,17,traffic,219143
488,488,90.39,1930,12.94,36.6,79.15,47,mixed,63034
489,489,91.25,3077,12.42,33.0,15.57,19,traffic,21158
490,490,90.28,1536,12.69,28.3,29.74,40,traffic,252632
491,491,95.63,3009,10.55,38.4,77.21,58,mixed,192313
492,492,85.26,1235,13.01,34.5,37.97,45,mixed,18925
493,493,96.86,1578,12.71,28.2,22.0,25,mixed,267407
494,494,91.55,1710,12.43,34.9,35.48,48,mixed,98796
495,495,104.16,2086,12.57,15.2,62.97,36,traffic,205636
496,496,91.91,2769,11.27,37.2,73.11,20,mixed,96224
497,497,86.43,1842,12.88,45.0,82.82,44,traffic,230149
498,498,85.91,1913,12.74,46.0,73.88,46,mixed,219672
499,499,95.06,3876,11.98,38.9,84.12,19,traffic,225944
500,500,95.72,1757,10.0,33.0,76.53,51,mixed,78443
501,501,80.13,1978,13.1,44.9,32.04,18,traffic,273045
502,502,82.13,514,12.2,20.3,41.38,81,mixed,258830
503,503,93.05,1593,10.93,30.2,75.42,48,traffic,162637
504,504,85.5,2019,12.32,35.5,73.98,80,mixed,20329
505,505,82.99,2653,11.65,42.4,64.26,37,mixed,75944
506,506,84.6,2508,10.76,41.6,66.36,42,mixed,83753
507,507,103.06,2039,11.39,45.4,70.95,30,traffic,232896
508,508,95.32,2647,12.77,46.5,85.37,66,highway,52089
509,509,85.17,2023,12.42,44.9,76.27,25,traffic,96663
510,510,89.49,2051,13.08,44.0,68.57,92,highway,40184
511,511,86.32,3235,11.05,24.3,73.31,56,mixed,210679
512,512,80.86,1710,10.77,29.1,70.6,13,traffic,129213
513,513,95.67,1575,12.66,22.0,64.53,48,traffic,199981
514,514,104.45,2627,12.48,33.7,62.09,98,highway,46935
515,515,95.67,2367,13.23,35.1,73.48,41,mixed,209664
516,516,86.54,3230,12.14,38.9,73.38,28,traffic,256986
517,517,103.16,2608,13.06,44.7,47.33,26,traffic,35459
518,518,93.58,2215,12.44,22.5,68.9,61,highway,228371
519,519,81.3,1698,12.61,38.2,95.32,41,traffic,70775
520,520,102.06,1999,12.73,25.3,78.21,21,traffic,33100
521,521,92.76,3177,12.2,43.2,39.61,31,mixed,109150
522,522,103.15,1609,11.91,24.6,70.67,12,traffic,89778
523,523,105.59,2456,12.24,33.3,78.01,86,traffic,150579
524,524,94.82,1309,13.41,30.4,73.79,36,traffic,228041
525,525,99.42,1174,11.95,27.3,29.69,44,traffic,268114
526,526,95.64,1802,12.2,29.1,85.83,81,traffic,213892
527,527,97.23,2184,12.03,18.0,79.0,55,traffic,234329
528,528,89.53,2584,11.64,47.9,77.41,10,traffic,246906
529,529,88.58,2030,12.22,46.9,45.15,66,traffic,185119
530,530,80.52,2301,11.16,25.2,49.28,20,traffic,52063
531,531,81.46,2887,12.48,34.6,51.21,68,highway,48155
532,532,102.05,1875,12.26,40.9,88.97,43,mixed,191327
533,533,93.79,2485,11.9,14.5,79.97,42,traffic,246593
534,534,82.18,2016,13.06,37.2,68.45,43,traffic,100451
535,535,90.86,2724,12.56,43.3,83.81,21,traffic,191325
536,536,109.33,3270,12.49,47.8,83.72,12,traffic,100816
537,537,96.25,2349,12.21,27.4,63.0,25,mixed,262046
538,538,96.81,3023,12.68,37.1,84.23,81,mixed,233635
539,539,87.5,894,9.9,23.9,79.36,17,traffic,196392
540,540,92.47,1949,12.78,37.2,84.83,42,traffic,141915
541,541,86.78,4310,11.49,37.5,86.47,42,highway,176591
542,542,97.04,594,12.7,25.3,19.49,65,mixed,30882
543,543,101.52,1468,12.54,25.1,72.87,48,traffic,116271
544,544,92.23,1941,12.48,35.6,84.41,0,traffic,144016
545,545,95.71,2538,12.54,30.2,74.21,43,traffic,160674
546,546,101.15,2116,12.66,43.4,66.6,51,highway,251959
547,547,84.39,3153,12.8,46.4,80.35,80,mixed,185962
548,548,82.23,2377,12.57,43.5,78.7,120,highway,266860
549,549,90.16,2730,10.79,41.5,80.7,55,highway,209328
550,550,102.42,1469,12.27,25.0,65.84,37,traffic,64949
551,551,79.07,2019,10.89,26.0,55.52,69,traffic,228127
552,552,89.21,3043,12.67,41.6,56.59,27,traffic,165348
553,553,72.02,964,12.68,38.9,82.78,39,mixed,131819
554,554,87.85,3225,12.43,35.3,71.76,33,traffic,18352
555,555,95.57,2077,12.6,16.3,72.15,24,mixed,196644
556,556,88.95,1403,13.16,40.3,45.33,36,mixed,262808
557,557,102.05,4214,11.83,34.8,85.59,21,mixed,140866
558,558,91.07,995,10.39,24.0,66.43,82,mixed,20943
559,559,101.57,2090,12.02,41.0,29.84,48,highway,178137
560,560,100.95,2236,12.39,34.5,57.96,31,highway,82631
561,561,100.02,3503,12.43,39.2,64.07,35,mixed,121984
562,562,91.04,1570,12.75,29.3,79.08,20,highway,220479
563,563,76.8,1874,10.22,36.6,56.39,44,traffic,225096
564,564,81.65,2656,12.36,45.6,67.56,55,highway,52969
565,565,94.98,2590,12.92,24.1,59.96,46,mixed,74944
566,566,85.38,2499,12.09,35.3,33.75,47,traffic,100846
567,567,97.5,4506,11.76,39.1,66.41,34,highway,96949
568,568,96.15,1880,12.42,15.3,63.07,45,traffic,132088
569,569,88.76,1571,10.99,28.3,74.65,38,mixed,137022
570,570,93.18,3944,12.57,44.1,77.77,23,traffic,137133
571,571,92.85,1954,12.22,39.7,40.19,37,mixed,95348
572,572,98.76,1469,12.75,29.3,76.85,6,traffic,70651
573,573,82.99,2181,12.65,42.0,84.97,35,traffic,56889
574,574,84.21,2472,12.33,30.1,24.26,27,traffic,248478
575,575,84.97,1397,12.27,31.2,38.31,53,traffic,159636
576,576,95.89,3742,13.2,28.0,95.06,29,mixed,163713
577,577,101.66,2944,11.88,30.3,98.0,43,traffic,33076
578,578,94.9,1054,11.77,26.4,72.31,64,mixed,101978
579,579,93.0,2952,12.43,27.6,70.61,56,highway,33877
580,580,88.41,1842,12.69,41.5,27.25,63,traffic,184860
581,581,111.05,2682,12.35,37.5,97.23,31,highway,80857
582,582,91.0,1742,12.99,56.5,76.74,63,mixed,273114
583,583,80.36,2031,12.02,20.5,78.63,70,mixed,216136
584,584,83.43,2389,12.8,26.5,22.56,46,traffic,228589
585,585,91.9,3450,12.31,26.0,72.49,45,mixed,131592
586,586,95.85,2340,12.66,36.4,84.65,83,mixed,240036
587,587,90.36,2044,12.68,47.7,60.94,76,traffic,230832
588,588,97.44,2003,12.61,33.1,64.68,62,mixed,264689
589,589,95.96,1598,11.82,52.8,41.99,64,traffic,85582
590,590,95.57,844,12.94,29.1,42.53,43,mixed,58721
591,591,103.12,2626,12.86,27.7,48.52,0,traffic,18892
592,592,94.57,3156,13.19,27.7,64.63,62,mixed,146910
593,593,93.48,993,12.76,14.6,81.07,46,traffic,47528
594,594,111.35,4238,12.16,38.6,58.37,10,traffic,272198
595,595,96.5,1088,11.75,14.8,81.82,30,traffic,166066
596,596,96.69,500,13.21,45.6,87.22,48,traffic,127647
597,597,94.65,1154,10.97,35.5,72.9,59,traffic,269798
598,598,102.02,2700,12.73,23.2,76.3,7,traffic,136938
599,599,81.85,1939,12.64,24.3,53.37,69,highway,18084
600,600,106.01,2091,12.4,31.1,56.12,18,traffic,71732
601,601,92.22,1249,12.59,42.0,76.99,38,traffic,190709
602,602,94.58,2124,12.65,37.9,79.88,45,traffic,164106
603,603,78.56,2008,12.72,45.6,84.46,12,traffic,161210
604,604,97.79,3840,11.57,26.7,87.1,55,highway,217938
605,605,95.54,3669,12.74,51.7,71.49,18,traffic,187911
606,606,87.71,1756,13.01,36.8,78.29,38,mixed,219851
607,607,88.42,2715,12.73,33.9,81.45,40,traffic,40753
608,608,96.51,2269,11.27,35.6,52.54,28,mixed,110937
609,609,96.57,3026,12.03,44.2,36.73,60,traffic,154453
610,610,93.21,3056,12.36,25.1,83.45,73,mixed,179932
611,611,88.21,2821,12.5,29.3,82.45,67,traffic,128610
612,612,95.6,2319,12.95,21.6,68.81,69,mixed,179162
613,613,100.22,3384,12.17,33.1,75.28,30,traffic,203919
614,614,90.0,3324,12.71,40.2,80.19,6,traffic,126972
615,615,95.7,1133,12.83,53.7,77.51,73,mixed,171745
616,616,82.27,2123,10.72,31.3,74.71,28,traffic,175944
617,617,91.75,1388,12.73,44.8,67.74,1,traffic,231672
618,618,94.51,2445,11.8,31.5,57.67,42,traffic,38858
619,619,87.82,2400,12.42,16.6,50.37,5,traffic,216961
620,620,100.77,2482,12.3,17.7,97.99,25,mixed,272288
621,621,100.66,2540,12.71,36.4,45.33,19,traffic,131614
622,622,100.79,4232,12.44,28.8,66.64,54,mixed,251394
623,623,97.26,1865,11.22,30.7,61.38,7,traffic,155900
624,624,89.59,3464,12.93,23.3,70.53,20,mixed,51934
625,625,94.45,4031,12.5,35.3,98.0,11,traffic,272071
626,626,91.12,2813,11.53,50.4,63.37,38,traffic,156084
627,627,100.59,2512,12.41,20.1,74.52,97,highway,157253
628,628,109.92,2586,12.43,38.7,81.15,30,traffic,149839
629,629,91.21,2456,12.47,27.4,9.53,28,traffic,65000
630,630,81.0,2164,12.84,42.7,70.0,46,traffic,222748
631,631,103.48,2710,12.2,16.6,46.72,36,mixed,28101
632,632,105.81,2522,12.73,40.0,65.86,64,mixed,207739
633,633,91.97,2191,12.57,40.9,70.12,48,traffic,83113
634,634,100.82,3478,12.96,45.6,58.77,21,traffic,71524
635,635,86.04,1064,12.66,36.4,27.27,61,traffic,152411
636,636,84.04,1633,12.24,34.4,76.24,47,highway,55387
637,637,88.73,1888,12.4,51.4,80.3,83,highway,129630
638,638,81.5,3170,11.94,26.0,63.29,87,mixed,77015
639,639,94.76,2257,12.3,40.2,25.99,45,highway,269866
640,640,93.15,2314,12.78,40.3,80.94,75,highway,255029
641,641,83.2,1974,12.02,29.9,60.81,59,highway,107363
642,642,99.34,2924,13.19,25.9,57.55,20,mixed,49216
643,643,92.89,1566,10.73,35.4,67.11,66,traffic,171272
644,644,106.49,2605,12.52,32.3,65.89,62,mixed,170165
645,645,90.18,3175,12.18,30.2,36.04,46,traffic,127753
646,646,93.79,2541,13.34,20.1,48.99,43,traffic,122077
647,647,94.49,624,12.17,26.0,37.94,45,mixed,81146
648,648,95.7,3171,12.1,45.8,68.11,8,traffic,166820
649,649,90.22,1249,10.39,40.6,67.42,68,traffic,222694
650,650,91.13,1812,12.57,27.5,52.4,72,highway,89105
651,651,95.99,3067,11.91,34.8,88.31,21,mixed,182157
652,652,98.79,1162,11.99,30.7,69.73,61,traffic,29748
653,653,92.55,2587,12.35,36.3,21.68,64,mixed,177173
654,654,84.54,1522,10.43,47.8,73.49,43,mixed,157771
655,655,93.38,1695,13.75,13.3,71.2,25,traffic,79817
656,656,89.59,789,12.54,43.3,68.27,68,mixed,212357
657,657,97.69,1914,10.4,19.9,62.96,28,highway,177495
658,658,88.5,1763,12.81,47.8,79.49,91,highway,53601
659,659,100.03,2875,13.11,18.3,70.67,61,mixed,61212
660,660,92.32,2526,12.13,36.8,68.2,37,highway,18526
661,661,108.78,2095,12.57,26.2,59.26,54,mixed,123673
662,662,103.75,2242,11.81,23.8,54.63,45,traffic,114365
663,663,90.56,1523,9.99,28.3,89.92,60,traffic,65763
664,664,97.44,2436,12.77,39.4,36.49,58,mixed,79560
665,665,101.02,500,11.85,44.2,38.01,35,traffic,78424
666,666,86.09,1963,12.47,37.8,87.89,40,highway,164400
667,667,89.99,1214,10.91,52.1,95.45,25,mixed,30414
668,668,93.3,1711,12.49,49.7,75.89,30,traffic,129259
669,669,101.4,1232,12.17,32.0,30.65,12,traffic,193349
670,670,95.56,2139,12.04,39.5,34.19,46,mixed,59980
671,671,96.43,2148,12.31,38.9,46.71,37,traffic,102054
672,672,100.31,2133,11.72,28.3,85.67,47,mixed,153288
673,673,89.4,1639,12.5,27.3,79.5,74,mixed,107786
674,674,99.55,2376,11.21,30.8,81.58,52,mixed,27252
675,675,106.67,1176,12.09,22.7,70.01,42,highway,144706
676,676,90.57,2575,11.73,37.5,33.41,39,traffic,146568
677,677,85.45,2779,13.15,20.9,90.03,43,traffic,113587
678,678,109.01,2835,12.42,18.5,69.33,46,mixed,72767
679,679,80.3,2358,12.69,40.8,50.6,78,mixed,257523
680,680,89.1,3221,12.63,40.9,84.75,20,mixed,32340
681,681,103.13,2080,12.05,46.5,79.28,84,traffic,108983
682,682,82.31,1279,12.45,37.0,33.17,50,highway,51910
683,683,96.16,3406,12.95,18.6,86.57,52,mixed,62349
684,684,88.27,2434,13.34,18.9,83.8,39,traffic,231390
685,685,92.03,3173,12.01,26.5,74.36,34,traffic,61591
686,686,107.88,3633,13.1,44.4,71.22,39,traffic,99700
687,687,87.84,2078,12.49,38.7,75.23,62,highway,141625
688,688,98.27,2990,12.2,26.4,54.56,23,mixed,32982
689,689,102.22,1869,12.57,44.9,62.63,16,traffic,232736
690,690,110.48,2778,12.87,37.1,98.0,20,traffic,37792
691,691,85.16,1575,12.78,47.1,69.62,53,highway,111823
692,692,105.76,500,12.17,27.6,74.18,35,traffic,104708
693,693,87.93,3246,12.04,38.4,76.68,20,traffic,110804
694,694,107.29,1705,13.21,12.8,59.9,41,traffic,229644
695,695,83.8,1767,12.73,31.6,77.88,45,traffic,277848
696,696,92.22,1834,12.67,24.4,69.76,40,mixed,279316
697,697,85.47,1883,12.77,44.1,88.1,68,mixed,126903
698,698,102.86,2767,12.31,42.6,73.97,40,traffic,31913
699,699,86.61,4641,12.25,47.2,75.71,7,traffic,118520
700,700,90.32,2423,12.61,40.2,72.28,61,mixed,199452
701,701,86.29,2337,12.59,11.2,92.23,65,mixed,86987
702,702,103.39,2514,12.42,39.9,62.45,14,traffic,254190
703,703,104.32,1214,12.12,44.6,30.13,57,mixed,190462
704,704,86.83,1354,12.41,42.6,76.49,38,traffic,68524
705,705,83.72,1262,12.83,48.2,83.15,33,traffic,116841
706,706,94.24,2124,12.3,30.5,33.93,22,traffic,70975
707,707,83.23,1605,12.64,22.5,64.29,22,mixed,142836
708,708,94.41,1650,12.15,41.9,35.65,58,traffic,107497
709,709,94.3,2799,11.86,21.0,58.21,18,traffic,279527
710,710,90.62,4228,13.07,42.1,61.97,23,traffic,241187
711,711,91.76,2086,13.18,16.5,67.8,60,traffic,148725
712,712,81.37,2678,12.06,39.4,37.46,54,traffic,59395
713,713,87.9,1539,12.72,45.4,79.32,59,traffic,140354
714,714,102.5,2692,12.42,26.8,75.91,80,traffic,201096
715,715,93.66,2277,11.38,33.1,86.0,26,traffic,269622
716,716,90.78,1579,12.78,45.7,85.15,66,traffic,44988
717,717,100.97,3133,12.4,29.7,68.84,41,mixed,81086
718,718,98.97,3329,12.34,38.1,72.95,28,traffic,41063
719,719,108.76,1526,13.0,48.2,83.67,71,traffic,206446
720,720,81.16,2275,10.87,33.5,57.02,60,mixed,263515
721,721,91.57,2845,12.46,27.8,33.67,66,highway,250378
722,722,94.11,4197,11.76,43.0,74.76,36,traffic,96545
723,723,82.28,1573,12.71,34.1,29.45,28,traffic,237351
724,724,88.07,2730,12.54,34.9,19.51,37,highway,142243
725,725,107.68,2443,12.48,32.7,53.75,4,traffic,215983
726,726,99.68,3060,12.5,39.5,70.02,16,traffic,254079
727,727,94.4,2248,11.92,19.8,98.0,60,traffic,174375
728,728,103.18,1448,11.37,30.8,67.92,86,highway,258630
729,729,105.99,2438,12.82,23.5,72.73,7,traffic,214722
730,730,90.38,1784,11.93,40.1,55.64,70,traffic,75216
731,731,102.39,3445,12.26,34.0,62.85,23,traffic,162730
732,732,85.69,2207,12.78,34.4,90.24,34,traffic,218765
733,733,94.86,1998,12.07,24.6,63.17,54,traffic,152099
734,734,90.53,1211,12.11,47.7,34.94,52,traffic,202028
735,735,98.32,2131,11.62,27.0,79.34,41,mixed,251104
736,736,107.73,2590,12.23,25.2,51.67,32,traffic,103896
737,737,97.74,3623,12.56,44.3,80.27,5,traffic,40305
738,738,101.79,1690,11.91,26.2,52.94,46,mixed,252407
739,739,88.54,2798,12.32,44.8,54.06,26,traffic,226486
740,740,102.52,2231,12.63,30.6,47.46,43,traffic,222194
741,741,95.41,2377,12.14,22.1,74.21,45,traffic,211248
742,742,84.11,2593,11.8,33.8,27.62,48,traffic,144820
743,743,99.11,2481,12.17,18.1,77.4,44,traffic,33848
744,744,85.46,2312,11.05,39.4,77.8,46,mixed,264963
745,745,78.53,1077,10.05,43.4,88.24,48,traffic,266287
746,746,88.05,2569,12.61,36.1,28.82,24,traffic,103118
747,747,84.84,1844,12.99,43.1,82.06,0,traffic,166747
748,748,98.21,4119,12.84,28.4,66.8,20,traffic,135965
749,749,92.8,2215,12.27,41.0,12.66,51,highway,228935
750,750,74.18,2076,12.53,31.9,82.19,38,mixed,189412
751,751,100.14,1992,13.26,28.2,43.14,60,traffic,189535
752,752,96.74,2128,12.21,31.4,77.77,19,traffic,225216
753,753,107.79,1482,12.09,32.9,68.54,54,traffic,96997
754,754,85.58,1777,12.77,39.1,68.01,66,traffic,66521
755,755,103.21,2546,12.44,31.5,63.78,37,mixed,179425
756,756,102.32,3963,12.48,22.1,75.14,9,traffic,274805
757,757,97.36,1991,12.71,23.9,70.61,37,highway,250628
758,758,98.25,1548,11.98,34.8,62.46,81,highway,204656
759,759,90.46,1537,12.38,49.5,82.95,68,traffic,61481
760,760,94.02,2280,12.29,42.0,66.1,30,traffic,253689
761,761,83.57,1983,10.93,37.6,82.81,32,traffic,256825
762,762,83.36,2022,12.57,40.5,85.67,53,mixed,144703
763,763,99.62,3124,12.15,43.8,77.22,16,traffic,247234
764,764,89.0,1584,12.63,21.0,67.54,72,highway,127119
765,765,93.45,4288,12.63,38.4,93.77,48,traffic,150799
766,766,91.84,2616,11.81,32.0,32.87,45,traffic,132226
767,767,95.98,3029,12.99,19.6,75.55,33,highway,21694
768,768,94.9,3311,12.17,39.6,39.48,49,mixed,261509
769,769,104.07,2741,12.21,19.7,54.26,16,traffic,177169
770,770,96.3,3684,12.56,40.7,78.99,20,traffic,168336
771,771,96.21,2363,11.94,30.5,22.08,30,mixed,70850
772,772,99.2,3183,12.97,40.8,94.53,20,traffic,204891
773,773,103.68,3263,12.77,26.6,80.3,27,traffic,192913
774,774,87.09,2882,11.81,35.6,90.38,25,mixed,36143
775,775,89.66,1861,13.0,41.9,73.93,69,traffic,68219
776,776,95.95,1468,12.59,45.1,77.23,19,traffic,262840
777,777,83.07,1317,10.62,41.4,69.5,38,traffic,230051
778,778,95.15,3220,12.81,40.1,70.87,40,traffic,41529
779,779,86.19,3365,12.07,37.5,98.0,37,mixed,54597
780,780,95.4,2159,12.94,27.4,77.96,34,mixed,146389
781,781,89.46,2487,12.72,35.7,41.12,10,traffic,156943
782,782,107.0,4344,12.54,45.5,78.14,29,traffic,219756
783,783,86.51,1668,12.49,37.4,77.64,37,traffic,93273
784,784,100.87,1563,12.74,40.6,69.81,42,mixed,150537
785,785,106.05,2797,12.39,24.5,77.61,44,traffic,190512
786,786,96.91,1888,13.07,29.4,29.8,0,traffic,144404
787,787,88.63,1084,12.57,38.9,40.99,22,traffic,242146
788,788,99.12,3615,12.19,51.5,52.71,21,traffic,99651
789,789,93.7,1754,12.78,34.0,59.28,2,traffic,250786
790,790,91.88,1712,10.81,36.6,56.33,58,mixed,33607
791,791,110.64,4426,12.3,30.9,71.0,22,traffic,49472
792,792,104.46,2814,12.35,40.9,73.33,23,highway,40937
793,793,90.94,1975,12.55,14.3,61.92,5,traffic,213699
794,794,115.95,2246,12.13,24.2,60.48,105,highway,237848
795,795,106.44,2374,12.43,46.1,92.5,49,mixed,214291
796,796,111.69,3381,12.25,22.0,84.41,28,mixed,237440
797,797,84.48,1224,12.26,46.9,29.73,59,traffic,96453
798,798,77.61,3368,12.97,35.6,35.78,74,highway,19217
799,799,83.75,2147,11.93,19.8,88.69,52,traffic,124643
800,800,116.19,1741,13.09,12.7,87.08,49,traffic,54738
801,801,93.81,1555,12.66,38.8,33.8,32,traffic,109394
802,802,111.23,1876,12.62,19.9,76.9,66,mixed,242143
803,803,97.95,2396,10.17,35.8,71.94,53,traffic,233664
804,804,90.65,516,10.85,31.7,57.37,11,traffic,141127
805,805,88.3,3664,12.16,46.9,92.58,12,traffic,32749
806,806,95.8,4350,12.39,33.8,73.02,48,traffic,186396
807,807,102.02,2493,12.55,41.3,15.29,29,traffic,210670
808,808,90.4,3397,11.29,30.9,85.69,16,traffic,112528
809,809,76.97,2284,10.46,35.9,76.87,65,mixed,137369
810,810,95.58,1862,12.59,29.9,63.97,62,traffic,150983
811,811,80.29,2223,12.76,39.2,85.99,60,traffic,157539
812,812,101.23,2159,12.04,25.4,71.4,87,mixed,25302
813,813,103.01,1785,12.75,22.9,84.01,44,traffic,262669
814,814,95.99,2204,12.14,38.4,34.34,16,traffic,214937
815,815,107.02,1260,10.77,36.2,55.94,71,highway,53244
816,816,89.21,2737,10.73,52.8,91.58,28,traffic,55191
817,817,88.94,2046,10.53,32.9,62.34,50,traffic,91862
818,818,86.99,2392,12.87,21.6,65.34,35,mixed,199151
819,819,108.34,1659,11.89,23.5,51.35,67,mixed,270657
820,820,87.01,548,12.48,38.2,21.55,39,mixed,173050
821,821,94.99,2459,12.31,45.8,89.05,10,traffic,227496
822,822,83.59,2418,12.49,37.4,29.35,58,traffic,192156
823,823,88.98,1250,12.13,44.5,40.11,91,highway,58139
824,824,100.56,2800,12.43,41.7,60.54,44,mixed,240841
825,825,85.23,2077,13.29,29.9,25.37,51,highway,244420
826,826,106.34,3219,12.26,39.3,53.75,49,highway,248767
827,827,94.1,3269,12.91,46.7,97.07,21,highway,192139
828,828,90.32,2856,11.01,34.9,51.93,62,mixed,244008
829,829,95.07,2200,12.72,31.5,41.48,12,traffic,197570
830,830,94.06,1425,12.99,19.2,81.91,33,traffic,85763
831,831,92.12,993,10.92,35.6,56.25,58,highway,120869
832,832,88.7,1397,12.83,38.5,62.47,22,traffic,70679
833,833,102.56,1784,13.25,19.8,69.03,4,traffic,175154
834,834,101.87,2388,12.74,38.7,76.16,21,highway,269762
835,835,89.1,2286,12.96,42.4,66.88,38,highway,64709
836,836,78.96,1841,12.86,39.5,76.58,59,traffic,22983
837,837,97.26,2232,11.71,22.9,57.47,20,mixed,155277
838,838,100.69,3003,11.63,31.1,33.96,63,mixed,52107
839,839,103.15,3728,12.72,33.8,91.03,17,traffic,192228
840,840,77.08,828,11.47,30.0,48.74,55,traffic,110859
841,841,94.32,2388,12.19,30.6,73.84,16,traffic,39966
842,842,101.49,2718,13.08,37.4,42.37,36,highway,240579
843,843,99.04,2034,11.32,52.7,80.98,55,mixed,32230
844,844,87.85,3846,13.09,45.6,92.03,27,traffic,211375
845,845,103.91,3354,12.16,35.6,63.82,30,traffic,95971
846,846,97.29,2182,12.44,29.3,75.3,61,traffic,199717
847,847,92.15,1436,11.44,36.0,90.2,38,highway,20562
848,848,100.98,3083,13.12,9.3,69.03,48,mixed,110212
849,849,113.38,2718,12.29,21.5,83.03,32,mixed,235859
850,850,102.68,2230,12.54,30.1,61.9,38,mixed,176466
851,851,85.13,1888,12.75,44.9,79.46,73,traffic,70072
852,852,87.11,1305,11.22,39.5,63.18,59,traffic,93659
853,853,91.26,1819,12.19,50.9,33.36,46,traffic,117906
854,854,97.55,2135,12.88,48.0,31.13,41,mixed,161954
855,855,84.96,2375,12.81,44.0,86.32,51,traffic,165458
856,856,99.65,1731,12.92,33.6,58.5,33,mixed,77095
857,857,89.72,1260,12.27,33.3,81.09,45,traffic,99774
858,858,108.1,3538,12.56,30.3,45.9,24,highway,53835
859,859,87.17,2179,13.0,46.7,68.15,48,traffic,99571
860,860,94.83,4606,12.48,40.0,61.45,5,traffic,180523
861,861,90.01,4109,12.62,51.5,63.86,10,traffic,212264
862,862,83.82,2600,11.28,50.0,71.85,46,traffic,55998
863,863,86.65,1918,12.77,38.3,50.4,82,mixed,165684
864,864,99.74,2186,12.27,45.4,23.35,50,mixed,118688
865,865,108.79,2521,12.81,32.2,80.88,96,highway,93963
866,866,86.0,1411,11.11,34.9,66.06,51,mixed,79753
867,867,116.7,2194,11.8,38.1,44.63,60,mixed,234966
868,868,89.61,1227,12.95,30.6,38.7,50,mixed,25077
869,869,84.27,1760,11.98,36.5,60.28,86,highway,174909
870,870,77.56,2352,12.37,37.9,86.54,45,mixed,242435
871,871,88.51,2463,12.82,36.3,84.3,58,mixed,70694
872,872,91.86,3669,12.57,33.0,79.15,21,mixed,271587
