reading_id,vehicle_id,make,model,year,engine_type,fuel_type,transmission,mileage_km,region_driven
317,317,Toyota,Allion,2006,4-cylinder,Petrol,Automatic,273311,Hokandara
318,318,Hyundai,i10,2022,3-cylinder,Petrol,Automatic,214512,Thalawathugoda
319,319,Nissan,Almera,2023,4-cylinder,Petrol,Automatic,30957,Boralesgamuwa
320,320,Mitsubishi,Lancer,2012,4-cylinder,Petrol,Manual,265434,Athurugiriya
321,321,Nissan,Sunny,2023,4-cylinder,Petrol,Manual,243835,Boralesgamuwa
322,322,Toyota,Premio,2016,4-cylinder,Petrol,Automatic,191032,Battaramulla
323,323,Kia,Cerato,2014,4-cylinder,Petrol,Automatic,221990,Hokandara
324,324,Suzuki,Swift,2008,4-cylinder,Petrol,Manual,142085,Maharagama
325,325,Honda,City,2012,4-cylinder,Petrol,Automatic,264032,Malabe
326,326,Suzuki,Jimny,2020,4-cylinder,Petrol,Manual,238537,Rajagiriya
327,327,Suzuki,Jimny,2017,4-cylinder,Petrol,Manual,164170,Malabe
328,328,Nissan,Sunny,2005,4-cylinder,Petrol,Manual,119785,Malabe
329,329,Toyota,Hiace,2020,4-cylinder,Diesel,Manual,159517,Hokandara
330,330,Suzuki,Wagon R,2016,3-cylinder,Petrol,Automatic,187218,Koswatta
331,331,Toyota,Premio,2023,4-cylinder,Petrol,Automatic,185815,Thalawathugoda
332,332,Toyota,Yaris,2006,4-cylinder,Petrol,Automatic,158968,Maharagama
333,333,Toyota,Corolla,2007,4-cylinder,Petrol,Manual,275700,Battaramulla
334,334,Mitsubishi,Attrage,2019,4-cylinder,Petrol,Automatic,112968,Malabe
335,335,Suzuki,Swift,2018,4-cylinder,Petrol,Manual,196892,Boralesgamuwa
336,336,Nissan,Sunny,2019,4-cylinder,Petrol,Manual,43059,Pannipitiya
337,337,Mitsubishi,Lancer,2021,4-cylinder,Petrol,Manual,51634,Kottawa
338,338,Kia,Cerato,2013,4-cylinder,Petrol,Automatic,123820,Battaramulla
339,339,Perodua,Myvi,2007,3-cylinder,Petrol,Automatic,190755,Rajagiriya
340,340,Toyota,Vios,2005,4-cylinder,Petrol,Automatic,129049,Hokandara
341,341,Suzuki,Swift,2014,4-cylinder,Petrol,Manual,46572,Thalawathugoda
342,342,Suzuki,Wagon R,2021,3-cylinder,Petrol,Automatic,88737,Kottawa
343,343,Mitsubishi,Attrage,2007,4-cylinder,Petrol,Automatic,157697,Pannipitiya
344,344,Honda,Civic,2010,4-cylinder,Petrol,Manual,90144,Malabe
345,345,Hyundai,Elantra,2022,4-cylinder,Petrol,Automatic,231977,Kaduwela
346,346,Toyota,Hiace,2015,4-cylinder,Diesel,Manual,91083,Pannipitiya
347,347,Tata,Indica,2013,4-cylinder,Petrol,Manual,23934,Hokandara
348,348,Hyundai,i10,2005,3-cylinder,Petrol,Automatic,45953,Athurugiriya
349,349,Suzuki,Swift,2019,4-cylinder,Petrol,Manual,108408,Athurugiriya
350,350,Hyundai,Accent,2014,4-cylinder,Petrol,Manual,58616,Malabe
351,351,Toyota,Corolla,2008,4-cylinder,Petrol,Manual,129703,Hokandara
352,352,Tata,Indica,2017,4-cylinder,Petrol,Manual,234324,Hokandara
353,353,Toyota,Vios,2009,4-cylinder,Petrol,Automatic,179511,Rajagiriya
354,354,Toyota,Hiace,2023,4-cylinder,Diesel,Manual,88427,Malabe
355,355,Nissan,Sunny,2018,4-cylinder,Petrol,Manual,238706,Hokandara
356,356,Mitsubishi,Lancer,2016,4-cylinder,Petrol,Manual,276050,Thalawathugoda
357,357,Honda,City,2013,4-cylinder,Petrol,Automatic,165110,Malabe
358,358,Nissan,Sunny,2013,4-cylinder,Petrol,Manual,222798,Malabe
359,359,Nissan,Sunny,2015,4-cylinder,Petrol,Manual,49964,Kaduwela
360,360,Nissan,Almera,2019,4-cylinder,Petrol,Automatic,178234,Thalawathugoda
361,361,Toyota,Corolla,2015,4-cylinder,Petrol,Manual,159333,Kottawa
362,362,Suzuki,Swift,2022,4-cylinder,Petrol,Manual,154354,Battaramulla
363,363,Toyota,Allion,2013,4-cylinder,Petrol,Automatic,260958,Hokandara
364,364,Kia,Rio,2020,4-cylinder,Petrol,Automatic,241317,Thalawathugoda
365,365,Kia,Rio,2014,4-cylinder,Petrol,Automatic,41975,Kaduwela
366,366,Toyota,Corolla,2005,4-cylinder,Petrol,Manual,255077,Koswatta
367,367,Honda,Vezel,2009,4-cylinder,Petrol Hybrid,Automatic,189492,Maharagama
368,368,Toyota,Hiace,2005,4-cylinder,Diesel,Manual,253579,Sri Jayawardenepura Kotte
369,369,Toyota,Vios,2023,4-cylinder,Petrol,Automatic,81211,Athurugiriya
370,370,Nissan,Tiida,2007,4-cylinder,Petrol,Automatic,265806,Rajagiriya
371,371,Honda,Vezel,2009,4-cylinder,Petrol Hybrid,Automatic,40080,Kottawa
372,372,Mitsubishi,Lancer,2015,4-cylinder,Petrol,Manual,217876,Battaramulla
373,373,Suzuki,Jimny,2019,4-cylinder,Petrol,Manual,80814,Thalawathugoda
374,374,Toyota,Vios,2012,4-cylinder,Petrol,Automatic,162152,Hokandara
375,375,Toyota,Hiace,2023,4-cylinder,Diesel,Manual,207413,Hokandara
376,376,Nissan,Sunny,2018,4-cylinder,Petrol,Manual,191608,Maharagama
377,377,Mitsubishi,Lancer,2016,4-cylinder,Petrol,Manual,42473,Hokandara
378,378,Honda,City,2013,4-cylinder,Petrol,Automatic,127788,Malabe
379,379,Mitsubishi,Lancer,2017,4-cylinder,Petrol,Manual,29389,Hokandara
380,380,Nissan,Tiida,2014,4-cylinder,Petrol,Automatic,172299,Battaramulla
381,381,Honda,Grace,2013,4-cylinder,Petrol Hybrid,Automatic,251299,Battaramulla
382,382,Honda,Vezel,2013,4-cylinder,Petrol Hybrid,Automatic,238117,Athurugiriya
383,383,Nissan,Tiida,2006,4-cylinder,Petrol,Automatic,178456,Boralesgamuwa
384,384,Toyota,Premio,2018,4-cylinder,Petrol,Automatic,66858,Hokandara
385,385,Mitsubishi,Attrage,2011,4-cylinder,Petrol,Automatic,229080,Nugegoda
386,386,Suzuki,Swift,2018,4-cylinder,Petrol,Manual,90878,Athurugiriya
387,387,Toyota,Hiace,2015,4-cylinder,Diesel,Manual,151076,Koswatta
388,388,Hyundai,i10,2008,3-cylinder,Petrol,Automatic,183804,Malabe
389,389,Honda,Vezel,2015,4-cylinder,Petrol Hybrid,Automatic,210689,Hokandara
390,390,Mitsubishi,Lancer,2018,4-cylinder,Petrol,Manual,151532,Boralesgamuwa
391,391,Kia,Rio,2009,4-cylinder,Petrol,Automatic,65093,Malabe
392,392,Nissan,Sunny,2015,4-cylinder,Petrol,Manual,101699,Athurugiriya
393,393,Mazda,Axela,2013,4-cylinder,Petrol,Automatic,202374,Malabe
394,394,Hyundai,i10,2015,3-cylinder,Petrol,Automatic,205822,Maharagama
395,395,Toyota,Vios,2010,4-cylinder,Petrol,Automatic,202048,Rajagiriya
396,396,Honda,City,2018,4-cylinder,Petrol,Automatic,197665,Nugegoda
397,397,Tata,Indica,2018,4-cylinder,Petrol,Manual,237270,Pannipitiya
398,398,Nissan,Almera,2012,4-cylinder,Petrol,Automatic,192671,Hokandara
399,399,Toyota,Corolla,2018,4-cylinder,Petrol,Manual,182070,Boralesgamuwa
400,400,Hyundai,i10,2020,3-cylinder,Petrol,Automatic,58064,Kottawa
401,401,Suzuki,Baleno,2015,4-cylinder,Petrol,Automatic,158950,Hokandara
402,402,Suzuki,Jimny,2006,4-cylinder,Petrol,Manual,73698,Battaramulla
403,403,Honda,Civic,2022,4-cylinder,Petrol,Manual,47680,Maharagama
404,404,Toyota,Vios,2012,4-cylinder,Petrol,Automatic,100924,Pannipitiya
405,405,Toyota,Vios,2017,4-cylinder,Petrol,Automatic,222995,Thalawathugoda
406,406,Hyundai,Elantra,2019,4-cylinder,Petrol,Automatic,62133,Kaduwela
407,407,Kia,Cerato,2011,4-cylinder,Petrol,Automatic,229664,Malabe
408,408,Suzuki,Jimny,2022,4-cylinder,Petrol,Manual,171585,Athurugiriya
409,409,Tata,Indica,2013,4-cylinder,Petrol,Manual,131097,Maharagama
410,410,Suzuki,Baleno,2018,4-cylinder,Petrol,Automatic,56659,Malabe
411,411,Tata,Indica,2016,4-cylinder,Petrol,Manual,110171,Athurugiriya
412,412,Toyota,Allion,2005,4-cylinder,Petrol,Automatic,112465,Hokandara
413,413,Honda,Vezel,2015,4-cylinder,Petrol Hybrid,Automatic,142753,Malabe
414,414,Suzuki,Jimny,2015,4-cylinder,Petrol,Manual,30398,Hokandara
415,415,Nissan,Sunny,2008,4-cylinder,Petrol,Manual,59439,Battaramulla
416,416,Perodua,Axia,2011,3-cylinder,Petrol,Automatic,156558,Nugegoda
417,417,Suzuki,Alto,2014,3-cylinder,Petrol,Automatic,94640,Pannipitiya
418,418,Tata,Indica,2011,4-cylinder,Petrol,Manual,103696,Nugegoda
419,419,Toyota,Corolla,2006,4-cylinder,Petrol,Manual,207594,Thalawathugoda
420,420,Mitsubishi,Lancer,2018,4-cylinder,Petrol,Manual,26611,Hokandara
421,421,Suzuki,Wagon R,2010,3-cylinder,Petrol,Automatic,50352,Athurugiriya
422,422,Toyota,Yaris,2023,4-cylinder,Petrol,Automatic,118842,Athurugiriya
423,423,Suzuki,Swift,2010,4-cylinder,Petrol,Manual,183498,Pannipitiya
424,424,Kia,Cerato,2018,4-cylinder,Petrol,Automatic,87894,Hokandara
425,425,Toyota,Axio,2020,4-cylinder,Petrol,Automatic,246717,Battaramulla
426,426,Nissan,Sunny,2015,4-cylinder,Petrol,Manual,221353,Hokandara
427,427,Mitsubishi,Lancer,2014,4-cylinder,Petrol,Manual,76023,Battaramulla
428,428,Mitsubishi,Lancer,2013,4-cylinder,Petrol,Manual,72836,Hokandara
429,429,Suzuki,Jimny,2007,4-cylinder,Petrol,Manual,248496,Hokandara
430,430,Suzuki,Swift,2009,4-cylinder,Petrol,Manual,185209,Malabe
431,431,Honda,Vezel,2005,4-cylinder,Petrol Hybrid,Automatic,196700,Thalawathugoda
432,432,Suzuki,Alto,2014,3-cylinder,Petrol,Automatic,86889,Sri Jayawardenepura Kotte
433,433,Hyundai,Elantra,2014,4-cylinder,Petrol,Automatic,160176,Maharagama
434,434,Honda,Fit,2006,4-cylinder,Petrol,Automatic,193815,Maharagama
435,435,Mitsubishi,Lancer,2019,4-cylinder,Petrol,Manual,205487,Athurugiriya
436,436,Toyota,Hiace,2017,4-cylinder,Diesel,Manual,84321,Boralesgamuwa
437,437,Suzuki,Wagon R,2011,3-cylinder,Petrol,Automatic,180067,Pannipitiya
438,438,Suzuki,Jimny,2006,4-cylinder,Petrol,Manual,74283,Athurugiriya
439,439,Hyundai,Elantra,2016,4-cylinder,Petrol,Automatic,102626,Athurugiriya
440,440,Nissan,Almera,2015,4-cylinder,Petrol,Automatic,131595,Pannipitiya
441,441,Toyota,Yaris,2018,4-cylinder,Petrol,Automatic,266556,Kottawa
442,442,Mitsubishi,Lancer,2015,4-cylinder,Petrol,Manual,112580,Hokandara
443,443,Tata,Indica,2011,4-cylinder,Petrol,Manual,272499,Kaduwela
444,444,Hyundai,Accent,2022,4-cylinder,Petrol,Manual,142414,Hokandara
445,445,Toyota,Hiace,2022,4-cylinder,Diesel,Manual,154084,Boralesgamuwa
446,446,Nissan,Sunny,2009,4-cylinder,Petrol,Manual,96534,Rajagiriya
447,447,Honda,Grace,2017,4-cylinder,Petrol Hybrid,Automatic,20033,Athurugiriya
448,448,Kia,Rio,2021,4-cylinder,Petrol,Automatic,267067,Athurugiriya
449,449,Toyota,Axio,2013,4-cylinder,Petrol,Automatic,160516,Battaramulla
450,450,Perodua,Myvi,2013,3-cylinder,Petrol,Automatic,29982,Sri Jayawardenepura Kotte
451,451,Tata,Indica,2018,4-cylinder,Petrol,Manual,133482,Hokandara
452,452,Honda,City,2012,4-cylinder,Petrol,Automatic,242606,Boralesgamuwa
453,453,Toyota,Premio,2010,4-cylinder,Petrol,Automatic,271473,Thalawathugoda
454,454,Kia,Rio,2015,4-cylinder,Petrol,Automatic,160805,Malabe
455,455,Suzuki,Baleno,2008,4-cylinder,Petrol,Automatic,59540,Boralesgamuwa
456,456,Mitsubishi,Attrage,2007,4-cylinder,Petrol,Automatic,18785,Malabe
457,457,Toyota,Corolla,2019,4-cylinder,Petrol,Manual,215143,Nugegoda
458,458,Toyota,Axio,2017,4-cylinder,Petrol,Automatic,30901,Koswatta
459,459,Nissan,Tiida,2022,4-cylinder,Petrol,Automatic,128952,Hokandara
460,460,Nissan,Sunny,2016,4-cylinder,Petrol,Manual,267781,Kottawa
461,461,Mitsubishi,Attrage,2012,4-cylinder,Petrol,Automatic,241856,Kottawa
462,462,Toyota,Allion,2009,4-cylinder,Petrol,Automatic,220631,Thalawathugoda
463,463,Toyota,Axio,2006,4-cylinder,Petrol,Automatic,175670,Kottawa
464,464,Kia,Cerato,2006,4-cylinder,Petrol,Automatic,121518,Hokandara
465,465,Nissan,Sunny,2023,4-cylinder,Petrol,Manual,175960,Koswatta
466,466,Tata,Indica,2015,4-cylinder,Petrol,Manual,28086,Pannipitiya
467,467,Suzuki,Baleno,2009,4-cylinder,Petrol,Automatic,152296,Koswatta
468,468,Toyota,Corolla,2016,4-cylinder,Petrol,Manual,199001,Athurugiriya
469,469,Hyundai,i10,2008,3-cylinder,Petrol,Automatic,196493,Kaduwela
470,470,Toyota,Premio,2017,4-cylinder,Petrol,Automatic,58935,Thalawathugoda
471,471,Toyota,Corolla,2014,4-cylinder,Petrol,Manual,215180,Hokandara
472,472,Toyota,Allion,2011,4-cylinder,Petrol,Automatic,211746,Hokandara
473,473,Suzuki,Swift,2005,4-cylinder,Petrol,Manual,217614,Malabe
474,474,Honda,Vezel,2012,4-cylinder,Petrol Hybrid,Automatic,265460,Rajagiriya
475,475,Toyota,Vios,2012,4-cylinder,Petrol,Automatic,97379,Rajagiriya
476,476,Suzuki,Jimny,2014,4-cylinder,Petrol,Manual,75669,Battaramulla
477,477,Nissan,Sunny,2017,4-cylinder,Petrol,Manual,224476,Maharagama
478,478,Kia,Cerato,2009,4-cylinder,Petrol,Automatic,269887,Koswatta
479,479,Hyundai,Elantra,2016,4-cylinder,Petrol,Automatic,221581,Thalawathugoda
480,480,Toyota,Allion,2023,4-cylinder,Petrol,Automatic,215808,Maharagama
481,481,Kia,Rio,2018,4-cylinder,Petrol,Automatic,59036,Thalawathugoda
482,482,Toyota,Axio,2023,4-cylinder,Petrol,Automatic,64419,Boralesgamuwa
483,483,Suzuki,Swift,2019,4-cylinder,Petrol,Manual,176109,Thalawathugoda
484,484,Nissan,Sunny,2007,4-cylinder,Petrol,Manual,102155,Boralesgamuwa
485,485,Toyota,Allion,2012,4-cylinder,Petrol,Automatic,119939,Sri Jayawardenepura Kotte
486,486,Suzuki,Jimny,2013,4-cylinder,Petrol,Manual,217240,Koswatta
487,487,Hyundai,Elantra,2010,4-cylinder,Petrol,Automatic,219143,Athurugiriya
488,488,Hyundai,Accent,2016,4-cylinder,Petrol,Manual,63034,Thalawathugoda
489,489,Toyota,Yaris,2005,4-cylinder,Petrol,Automatic,21158,Hokandara
490,490,Nissan,Sunny,2015,4-cylinder,Petrol,Manual,252632,Boralesgamuwa
491,491,Nissan,Sunny,2013,4-cylinder,Petrol,Manual,192313,Battaramulla
492,492,Nissan,Almera,2006,4-cylinder,Petrol,Automatic,18925,Battaramulla
493,493,Mitsubishi,Attrage,2017,4-cylinder,Petrol,Automatic,267407,Maharagama
494,494,Toyota,Allion,2011,4-cylinder,Petrol,Automatic,98796,Rajagiriya
495,495,Toyota,Yaris,2008,4-cylinder,Petrol,Automatic,205636,Koswatta
496,496,Honda,Grace,2023,4-cylinder,Petrol Hybrid,Automatic,96224,Pannipitiya
497,497,Honda,Civic,2020,4-cylinder,Petrol,Manual,230149,Athurugiriya
498,498,Suzuki,Alto,2022,3-cylinder,Petrol,Automatic,219672,Hokandara
499,499,Hyundai,Accent,2019,4-cylinder,Petrol,Manual,225944,Thalawathugoda
500,500,Suzuki,Jimny,2022,4-cylinder,Petrol,Manual,78443,Thalawathugoda
501,501,Perodua,Myvi,2008,3-cylinder,Petrol,Automatic,273045,Sri Jayawardenepura Kotte
502,502,Perodua,Myvi,2015,3-cylinder,Petrol,Automatic,258830,Kaduwela
503,503,Toyota,Yaris,2009,4-cylinder,Petrol,Automatic,162637,Athurugiriya
504,504,Honda,City,2016,4-cylinder,Petrol,Automatic,20329,Thalawathugoda
505,505,Honda,Vezel,2013,4-cylinder,Petrol Hybrid,Automatic,75944,Hokandara
506,506,Mazda,Demio,2008,4-cylinder,Petrol,Automatic,83753,Thalawathugoda
507,507,Mitsubishi,Attrage,2011,4-cylinder,Petrol,Automatic,232896,Hokandara
508,508,Toyota,Yaris,2005,4-cylinder,Petrol,Automatic,52089,Malabe
509,509,Toyota,Hiace,2011,4-cylinder,Diesel,Manual,96663,Thalawathugoda
510,510,Honda,Civic,2021,4-cylinder,Petrol,Manual,40184,Hokandara
511,511,Nissan,Tiida,2009,4-cylinder,Petrol,Automatic,210679,Hokandara
512,512,Honda,Civic,2007,4-cylinder,Petrol,Manual,129213,Malabe
513,513,Nissan,Sunny,2005,4-cylinder,Petrol,Manual,199981,Hokandara
514,514,Perodua,Axia,2011,3-cylinder,Petrol,Automatic,46935,Thalawathugoda
515,515,Mazda,Demio,2015,4-cylinder,Petrol,Automatic,209664,Athurugiriya
516,516,Toyota,Hiace,2008,4-cylinder,Diesel,Manual,256986,Rajagiriya
517,517,Toyota,Vios,2017,4-cylinder,Petrol,Automatic,35459,Thalawathugoda
518,518,Mazda,Demio,2020,4-cylinder,Petrol,Automatic,228371,Pannipitiya
519,519,Nissan,Sunny,2019,4-cylinder,Petrol,Manual,70775,Battaramulla
520,520,Hyundai,Elantra,2022,4-cylinder,Petrol,Automatic,33100,Athurugiriya
521,521,Mazda,Demio,2012,4-cylinder,Petrol,Automatic,109150,Hokandara
522,522,Toyota,Yaris,2023,4-cylinder,Petrol,Automatic,89778,Athurugiriya
523,523,Toyota,Corolla,2006,4-cylinder,Petrol,Manual,150579,Battaramulla
524,524,Honda,City,2022,4-cylinder,Petrol,Automatic,228041,Nugegoda
525,525,Suzuki,Wagon R,2010,3-cylinder,Petrol,Automatic,268114,Malabe
526,526,Honda,City,2016,4-cylinder,Petrol,Automatic,213892,Athurugiriya
527,527,Hyundai,Elantra,2023,4-cylinder,Petrol,Automatic,234329,Athurugiriya
528,528,Honda,Civic,2019,4-cylinder,Petrol,Manual,246906,Koswatta
529,529,Suzuki,Baleno,2005,4-cylinder,Petrol,Automatic,185119,Nugegoda
530,530,Mazda,Demio,2006,4-cylinder,Petrol,Automatic,52063,Malabe
531,531,Toyota,Vios,2005,4-cylinder,Petrol,Automatic,48155,Athurugiriya
532,532,Suzuki,Swift,2005,4-cylinder,Petrol,Manual,191327,Hokandara
533,533,Suzuki,Jimny,2018,4-cylinder,Petrol,Manual,246593,Kottawa
534,534,Toyota,Vios,2021,4-cylinder,Petrol,Automatic,100451,Battaramulla
535,535,Nissan,Tiida,2023,4-cylinder,Petrol,Automatic,191325,Athurugiriya
536,536,Toyota,Hiace,2019,4-cylinder,Diesel,Manual,100816,Thalawathugoda
537,537,Hyundai,Elantra,2005,4-cylinder,Petrol,Automatic,262046,Malabe
538,538,Toyota,Vios,2009,4-cylinder,Petrol,Automatic,233635,Rajagiriya
539,539,Perodua,Myvi,2012,3-cylinder,Petrol,Automatic,196392,Boralesgamuwa
540,540,Toyota,Allion,2021,4-cylinder,Petrol,Automatic,141915,Boralesgamuwa
541,541,Tata,Indica,2007,4-cylinder,Petrol,Manual,176591,Athurugiriya
542,542,Hyundai,Elantra,2013,4-cylinder,Petrol,Automatic,30882,Sri Jayawardenepura Kotte
543,543,Honda,City,2008,4-cylinder,Petrol,Automatic,116271,Maharagama
544,544,Toyota,Allion,2023,4-cylinder,Petrol,Automatic,144016,Kaduwela
545,545,Suzuki,Swift,2008,4-cylinder,Petrol,Manual,160674,Boralesgamuwa
546,546,Kia,Rio,2019,4-cylinder,Petrol,Automatic,251959,Boralesgamuwa
547,547,Perodua,Myvi,2006,3-cylinder,Petrol,Automatic,185962,Koswatta
548,548,Suzuki,Swift,2013,4-cylinder,Petrol,Manual,266860,Athurugiriya
549,549,Nissan,Almera,2007,4-cylinder,Petrol,Automatic,209328,Kaduwela
550,550,Mitsubishi,Attrage,2021,4-cylinder,Petrol,Automatic,64949,Hokandara
551,551,Toyota,Premio,2021,4-cylinder,Petrol,Automatic,228127,Kaduwela
552,552,Suzuki,Swift,2021,4-cylinder,Petrol,Manual,165348,Sri Jayawardenepura Kotte
553,553,Toyota,Allion,2010,4-cylinder,Petrol,Automatic,131819,Hokandara
554,554,Hyundai,Accent,2015,4-cylinder,Petrol,Manual,18352,Rajagiriya
555,555,Hyundai,Accent,2011,4-cylinder,Petrol,Manual,196644,Kaduwela
556,556,Nissan,Almera,2020,4-cylinder,Petrol,Automatic,262808,Koswatta
557,557,Tata,Indica,2014,4-cylinder,Petrol,Manual,140866,Sri Jayawardenepura Kotte
558,558,Mazda,Demio,2021,4-cylinder,Petrol,Automatic,20943,Koswatta
559,559,Toyota,Axio,2009,4-cylinder,Petrol,Automatic,178137,Boralesgamuwa
560,560,Honda,Civic,2013,4-cylinder,Petrol,Manual,82631,Maharagama
561,561,Suzuki,Swift,2018,4-cylinder,Petrol,Manual,121984,Malabe
562,562,Toyota,Axio,2008,4-cylinder,Petrol,Automatic,220479,Rajagiriya
563,563,Toyota,Yaris,2005,4-cylinder,Petrol,Automatic,225096,Hokandara
564,564,Toyota,Vios,2014,4-cylinder,Petrol,Automatic,52969,Boralesgamuwa
565,565,Suzuki,Baleno,2016,4-cylinder,Petrol,Automatic,74944,Thalawathugoda
566,566,Nissan,Sunny,2011,4-cylinder,Petrol,Manual,100846,Malabe
567,567,Suzuki,Swift,2023,4-cylinder,Petrol,Manual,96949,Battaramulla
568,568,Mazda,Axela,2018,4-cylinder,Petrol,Automatic,132088,Battaramulla
569,569,Suzuki,Wagon R,2006,3-cylinder,Petrol,Automatic,137022,Nugegoda
570,570,Toyota,Hiace,2017,4-cylinder,Diesel,Manual,137133,Hokandara
571,571,Toyota,Premio,2022,4-cylinder,Petrol,Automatic,95348,Nugegoda
572,572,Suzuki,Baleno,2023,4-cylinder,Petrol,Automatic,70651,Athurugiriya
573,573,Hyundai,Elantra,2019,4-cylinder,Petrol,Automatic,56889,Kaduwela
574,574,Toyota,Yaris,2007,4-cylinder,Petrol,Automatic,248478,Pannipitiya
575,575,Hyundai,Accent,2022,4-cylinder,Petrol,Manual,159636,Athurugiriya
576,576,Toyota,Corolla,2012,4-cylinder,Petrol,Manual,163713,Hokandara
577,577,Toyota,Corolla,2007,4-cylinder,Petrol,Manual,33076,Athurugiriya
578,578,Suzuki,Alto,2010,3-cylinder,Petrol,Automatic,101978,Hokandara
579,579,Toyota,Vios,2005,4-cylinder,Petrol,Automatic,33877,Kaduwela
580,580,Toyota,Corolla,2006,4-cylinder,Petrol,Manual,184860,Rajagiriya
581,581,Suzuki,Jimny,2007,4-cylinder,Petrol,Manual,80857,Boralesgamuwa
582,582,Toyota,Axio,2015,4-cylinder,Petrol,Automatic,273114,Malabe
583,583,Nissan,Sunny,2008,4-cylinder,Petrol,Manual,216136,Battaramulla
584,584,Toyota,Hiace,2016,4-cylinder,Diesel,Manual,228589,Hokandara
585,585,Hyundai,Accent,2010,4-cylinder,Petrol,Manual,131592,Athurugiriya
586,586,Nissan,Tiida,2005,4-cylinder,Petrol,Automatic,240036,Sri Jayawardenepura Kotte
587,587,Nissan,Tiida,2016,4-cylinder,Petrol,Automatic,230832,Thalawathugoda
588,588,Suzuki,Wagon R,2006,3-cylinder,Petrol,Automatic,264689,Maharagama
589,589,Honda,Vezel,2017,4-cylinder,Petrol Hybrid,Automatic,85582,Thalawathugoda
590,590,Toyota,Corolla,2022,4-cylinder,Petrol,Manual,58721,Rajagiriya
591,591,Suzuki,Jimny,2016,4-cylinder,Petrol,Manual,18892,Kaduwela
592,592,Kia,Rio,2021,4-cylinder,Petrol,Automatic,146910,Thalawathugoda
593,593,Honda,Civic,2021,4-cylinder,Petrol,Manual,47528,Malabe
594,594,Toyota,Hiace,2015,4-cylinder,Diesel,Manual,272198,Hokandara
595,595,Suzuki,Jimny,2005,4-cylinder,Petrol,Manual,166066,Hokandara
596,596,Kia,Rio,2007,4-cylinder,Petrol,Automatic,127647,Malabe
597,597,Nissan,Sunny,2011,4-cylinder,Petrol,Manual,269798,Athurugiriya
598,598,Suzuki,Wagon R,2011,3-cylinder,Petrol,Automatic,136938,Kaduwela
599,599,Suzuki,Baleno,2009,4-cylinder,Petrol,Automatic,18084,Hokandara
600,600,Perodua,Axia,2005,3-cylinder,Petrol,Automatic,71732,Battaramulla
601,601,Nissan,Tiida,2008,4-cylinder,Petrol,Automatic,190709,Hokandara
602,602,Mitsubishi,Lancer,2014,4-cylinder,Petrol,Manual,164106,Sri Jayawardenepura Kotte
603,603,Suzuki,Alto,2020,3-cylinder,Petrol,Automatic,161210,Maharagama
604,604,Nissan,Tiida,2023,4-cylinder,Petrol,Automatic,217938,Koswatta
605,605,Toyota,Corolla,2013,4-cylinder,Petrol,Manual,187911,Sri Jayawardenepura Kotte
606,606,Mazda,Axela,2021,4-cylinder,Petrol,Automatic,219851,Hokandara
607,607,Hyundai,i10,2005,3-cylinder,Petrol,Automatic,40753,Hokandara
608,608,Toyota,Corolla,2015,4-cylinder,Petrol,Manual,110937,Athurugiriya
609,609,Nissan,Almera,2006,4-cylinder,Petrol,Automatic,154453,Kaduwela
610,610,Mitsubishi,Attrage,2007,4-cylinder,Petrol,Automatic,179932,Malabe
611,611,Toyota,Axio,2014,4-cylinder,Petrol,Automatic,128610,Thalawathugoda
612,612,Honda,City,2018,4-cylinder,Petrol,Automatic,179162,Maharagama
613,613,Suzuki,Swift,2011,4-cylinder,Petrol,Manual,203919,Athurugiriya
614,614,Tata,Indica,2011,4-cylinder,Petrol,Manual,126972,Maharagama
615,615,Suzuki,Alto,2020,3-cylinder,Petrol,Automatic,171745,Thalawathugoda
616,616,Hyundai,Accent,2023,4-cylinder,Petrol,Manual,175944,Thalawathugoda
617,617,Mazda,Demio,2023,4-cylinder,Petrol,Automatic,231672,Thalawathugoda
618,618,Honda,Civic,2018,4-cylinder,Petrol,Manual,38858,Kottawa
619,619,Toyota,Hiace,2021,4-cylinder,Diesel,Manual,216961,Athurugiriya
620,620,Toyota,Axio,2012,4-cylinder,Petrol,Automatic,272288,Kottawa
621,621,Mazda,Axela,2018,4-cylinder,Petrol,Automatic,131614,Kottawa
622,622,Honda,Fit,2018,4-cylinder,Petrol,Automatic,251394,Koswatta
623,623,Perodua,Myvi,2008,3-cylinder,Petrol,Automatic,155900,Maharagama
624,624,Toyota,Corolla,2008,4-cylinder,Petrol,Manual,51934,Thalawathugoda
625,625,Nissan,Sunny,2018,4-cylinder,Petrol,Manual,272071,Thalawathugoda
626,626,Mitsubishi,Lancer,2010,4-cylinder,Petrol,Manual,156084,Boralesgamuwa
627,627,Perodua,Myvi,2010,3-cylinder,Petrol,Automatic,157253,Battaramulla
628,628,Hyundai,Elantra,2009,4-cylinder,Petrol,Automatic,149839,Pannipitiya
629,629,Mazda,Axela,2022,4-cylinder,Petrol,Automatic,65000,Boralesgamuwa
630,630,Kia,Rio,2022,4-cylinder,Petrol,Automatic,222748,Pannipitiya
631,631,Suzuki,Wagon R,2019,3-cylinder,Petrol,Automatic,28101,Battaramulla
632,632,Honda,Grace,2013,4-cylinder,Petrol Hybrid,Automatic,207739,Boralesgamuwa
633,633,Suzuki,Alto,2022,3-cylinder,Petrol,Automatic,83113,Battaramulla
