reading_id,fault_label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std,dominant_freq_hz,tempo_bpm,sample_rate_hz,duration_sec,recording_env,ambient_noise_db
251,Battery Fault,-180.4052,12.5812,109.3639,9.7116,-9.071,7.2983,9.8619,6.0526,-5.175,4.7872,9.7561,4.6463,-3.231,4.7081,8.5461,5.2988,-5.1432,4.1791,4.6123,3.9772,-0.6161,3.4318,10.4502,3.3384,-1.9953,4.2049,1926.8,194.39,1218.66,172.91,3260.45,405.92,0.07576,0.01085,0.05403,0.01178,131.5,748.4,22050,2.51,revving,67.3
252,Battery Fault,-198.6482,19.4261,115.6043,17.1134,-3.9236,7.7896,13.274,7.741,-2.9747,5.6294,6.4065,4.7058,-2.6252,4.6078,7.4315,4.3476,-3.5984,5.3372,4.2243,3.9705,-0.1362,4.137,8.396,4.7676,-4.7143,3.0007,1977.71,256.85,1198.49,111.49,3303.9,307.16,0.07501,0.0137,0.05337,0.01039,104.4,1274.7,22050,3.72,revving,58.4
253,Oil Pressure Fault,-198.1511,29.3735,109.9559,9.1851,-2.4258,8.7165,15.3533,10.0033,-9.1024,6.9283,8.0266,5.856,-4.0602,5.8735,7.7581,4.8483,-4.1473,4.5242,6.7375,4.5065,-2.4774,3.6452,6.2196,4.5033,-1.9683,4.7007,2191.59,253.42,1355.11,148.71,3659.61,413.87,0.08687,0.02049,0.05903,0.01125,737.5,989.3,22050,2.81,revving,67.1
254,Battery Fault,-196.5451,9.8786,106.3844,10.3954,-10.4924,6.6511,11.6137,6.6753,-6.8496,4.7209,8.2162,6.7838,-2.4828,2.2157,6.3121,6.3731,-6.96,4.2317,4.3566,3.2662,-2.2345,4.6814,5.3654,5.6198,-5.1013,4.3977,1967.92,183.27,1122.05,165.83,3383.33,251.88,0.07722,0.01061,0.04956,0.00769,206.9,746.6,22050,2.72,load,60.7
255,Engine Overheating,-192.9527,19.5097,107.4946,14.7396,-10.2808,8.7404,4.2812,7.5541,-1.1801,9.2603,13.9134,7.7695,-1.3237,5.4822,3.9317,7.0128,-2.7221,6.3002,7.3948,5.7913,-2.5095,4.3727,5.4566,3.9542,-2.1848,2.4497,2466.36,297.83,1585.33,306.94,3928.69,599.94,0.09139,0.01687,0.06052,0.01669,3108.8,2132.4,22050,4.22,revving,77.4
256,Oil Pressure Fault,-193.6845,19.4664,98.0172,10.8534,-6.5869,6.9604,17.8564,7.7676,-7.006,6.1163,8.2125,7.7035,-5.775,4.2174,7.5521,5.3541,-0.7966,6.2919,8.6543,5.4833,-2.0906,3.3855,7.3636,3.8344,0.1764,4.7753,2020.56,268.21,1283.18,142.08,3742.66,432.95,0.09058,0.01728,0.06034,0.01251,1071.9,803.6,22050,3.67,idle,75.1
257,Oil Pressure Fault,-202.4865,15.6717,103.2813,17.8637,-6.8577,11.0162,15.4451,6.2907,-4.955,3.6664,10.9611,6.1817,-2.5404,7.6415,5.3718,3.7106,-5.7781,4.5018,5.9656,5.0381,-0.5979,3.6981,4.8995,2.7012,0.3625,4.0636,2117.96,285.07,1316.89,204.74,3860.48,511.62,0.07664,0.01817,0.05257,0.0133,990.0,1064.5,22050,3.09,revving,65.4
258,Engine Overheating,-174.9767,22.8101,103.1094,12.9507,-16.0547,8.3654,5.8108,8.1262,-2.5467,6.4822,13.21,7.2072,-1.9463,3.6826,9.9733,6.5498,-5.4607,7.2386,5.4785,5.5377,-2.4151,3.8257,7.0994,4.9728,1.1278,3.8825,2461.28,252.45,1495.64,245.27,4363.04,282.09,0.08097,0.02992,0.07075,0.01654,3090.9,1501.9,22050,3.07,revving,74.1
259,Healthy,-194.2385,12.6673,117.0709,6.5429,-8.0012,4.4637,15.2058,5.4799,-2.509,3.3272,9.0781,3.685,-3.5412,3.5899,6.3291,3.2361,-1.1962,3.7777,2.8639,2.6589,-1.6029,2.8848,4.343,2.845,0.0983,3.7417,1722.52,183.79,1100.59,87.31,2958.24,229.52,0.06219,0.00941,0.03967,0.01236,61.9,670.8,22050,4.38,revving,60.1
260,Brake System Fault,-169.8371,18.4922,108.585,9.9421,-9.6779,9.3296,17.0422,13.8057,-4.8003,8.3742,13.4829,8.0081,-9.0284,9.1717,3.4967,6.86,-2.083,5.9499,8.3911,5.454,-3.2447,6.0753,8.6688,6.8966,-4.3198,5.3307,2908.99,365.13,1856.31,129.36,5336.57,664.3,0.11173,0.02448,0.08644,0.0182,2641.0,809.4,22050,3.74,load,65.3
261,Clutch Slip,-188.0954,15.3915,108.3085,10.9583,-5.4584,7.3573,12.1772,7.0385,-4.1998,5.6005,11.9052,5.9391,-2.8845,5.7819,10.9534,4.9576,-1.9124,4.5871,3.5894,4.9462,-1.275,5.0449,5.1475,4.1392,-2.2632,5.4385,1997.41,219.24,1296.39,149.31,3710.71,239.62,0.07652,0.01708,0.03928,0.00731,35.5,1029.5,22050,2.62,idle,50.6
262,Oil Pressure Fault,-181.4688,19.2254,108.5479,7.3311,-4.1747,6.1908,13.5291,10.3387,-10.1426,5.8972,6.5402,3.9258,-5.4784,6.6238,7.395,4.4643,-3.086,5.9246,5.111,6.1998,-3.7642,3.4057,6.4089,4.0372,-0.8572,2.8011,2157.64,293.5,1307.84,207.26,3830.02,318.47,0.08109,0.01733,0.05926,0.01312,1126.6,1074.4,22050,3.18,load,69.3
263,Healthy,-195.4188,9.7717,110.5014,8.1052,-9.07,7.9435,13.3552,4.1617,-7.9312,4.0064,9.6254,3.5799,-3.273,2.8897,5.4419,3.2471,-1.4304,3.407,4.0589,2.6843,-0.5206,3.2822,3.8755,3.3597,-1.7892,2.5442,1745.65,186.84,989.03,92.15,3103.32,258.38,0.04449,0.01225,0.04201,0.01248,64.3,988.9,22050,3.12,load,74.4
264,Brake System Fault,-186.5667,18.3905,97.5673,11.2295,-11.7581,10.9588,11.5021,12.4344,-9.0309,10.4302,11.9945,10.3018,-8.0662,7.928,12.2914,7.0035,-6.0785,6.9895,7.7109,4.7062,-0.7781,4.6034,7.1096,5.7502,-0.6143,5.4055,2909.15,324.91,1649.17,298.02,5122.01,671.92,0.10896,0.02094,0.08472,0.0215,4802.5,926.0,22050,2.57,revving,64.0
265,Engine Overheating,-188.5316,12.9348,108.1994,11.969,-13.2722,9.5533,8.01,9.5743,-4.8932,6.9681,12.9797,8.113,2.4798,4.7072,6.7634,6.5138,-4.3716,5.3019,6.4316,5.9042,-1.1881,6.0937,6.339,5.4381,-2.4229,5.1436,2322.26,300.02,1492.31,155.1,4576.38,548.23,0.0963,0.02083,0.06698,0.02103,3603.3,1125.2,22050,3.55,load,69.5
266,Healthy,-198.3555,14.8439,114.7203,10.7148,-6.2041,5.7407,12.8884,5.0525,-3.9447,5.1315,10.7185,3.8897,-3.8913,3.4519,5.3231,3.4716,-2.1074,2.6964,4.3733,2.0886,-2.929,2.7616,4.5396,2.5017,-0.0713,2.4165,1802.68,173.98,1023.55,98.25,3184.64,272.38,0.05295,0.01254,0.03835,0.01005,118.3,752.6,22050,4.05,load,65.1
267,Clutch Slip,-186.8606,21.1691,102.6436,13.8966,-1.9238,6.0248,12.1636,6.3041,-7.1954,5.4705,9.611,5.1593,-4.0342,5.4686,7.1842,5.0271,-6.2678,6.0008,5.8637,4.3637,-5.8642,4.4109,3.5258,4.7759,-2.3827,2.4552,2112.17,222.65,1146.43,199.55,3551.17,201.43,0.08834,0.01192,0.04807,0.01171,33.4,1299.8,22050,4.14,load,62.9
268,Healthy,-197.3503,11.9858,114.2981,9.2095,-7.0145,5.664,15.3606,5.8178,-4.9797,5.0258,7.6277,2.9613,-3.9103,2.8837,6.3175,2.9319,-0.4768,1.4536,4.0003,2.6952,-1.579,3.0835,4.2185,3.0842,-1.2431,4.0952,1717.72,145.34,1075.94,118.36,3027.92,285.26,0.06175,0.01101,0.04178,0.01208,56.6,1255.4,22050,3.19,idle,57.3
269,Battery Fault,-191.2199,14.0914,116.4736,9.0052,-6.2043,6.3642,8.8104,3.8137,-3.5476,3.9904,11.9544,5.7275,-2.547,3.4009,12.0264,6.2139,-4.3021,3.1947,5.6325,2.6591,-1.714,5.0427,5.7932,2.9378,-4.4464,2.6374,1922.76,179.22,1204.05,161.79,3257.94,322.46,0.0839,0.01195,0.05084,0.01112,129.9,1035.5,22050,2.7,idle,49.1
270,Battery Fault,-198.1447,17.1442,111.0638,10.5521,-8.1965,5.6608,9.8571,4.1201,-3.5945,5.9399,10.0679,3.7651,-2.262,4.5963,8.6455,5.7748,-4.1119,4.1058,4.5446,4.6151,-1.6709,3.4119,7.0159,4.0118,-4.1221,4.7851,1820.51,223.74,1214.98,154.36,3463.7,299.3,0.06969,0.01967,0.05494,0.00998,142.4,585.0,22050,4.26,revving,68.2
271,Engine Overheating,-188.0763,16.4695,105.7595,10.1246,-12.5663,9.4418,8.3135,5.1485,0.4232,6.3543,13.9104,5.6744,0.5602,5.8255,9.1146,6.4733,-5.8357,7.1626,10.6735,4.4732,-4.3214,5.7785,8.0086,3.5346,-1.0297,4.8304,2359.5,257.2,1558.79,278.71,4135.35,594.35,0.09415,0.02236,0.07207,0.01469,2004.4,792.5,22050,4.33,revving,62.2
272,Clutch Slip,-197.4416,16.306,112.993,10.4459,-3.6878,5.8314,18.3137,4.0614,-5.0669,6.4322,9.016,5.2762,-4.0394,4.859,6.9614,4.7616,-6.8933,5.8897,6.3684,6.3237,-3.054,3.5059,4.753,3.8033,0.2548,4.4478,2036.35,215.12,1267.75,190.1,3643.77,330.3,0.07718,0.01464,0.061,0.01375,25.2,1546.4,22050,4.22,idle,74.3
273,Oil Pressure Fault,-188.9363,21.4818,110.7197,12.9637,-1.7039,7.4397,19.2131,9.2904,-3.405,9.0301,10.7185,7.8086,-6.1374,7.6489,7.4484,5.7705,-1.3519,5.5539,10.646,5.6614,-4.982,2.6738,3.9868,2.9261,-3.3448,3.9487,2131.8,255.41,1382.47,180.71,3804.74,355.23,0.08141,0.01523,0.05651,0.01166,826.0,585.1,22050,4.12,revving,57.6
274,Engine Overheating,-195.37,14.8556,108.6528,13.3327,-8.6023,11.6701,4.5367,7.1089,-3.4089,7.5756,12.258,7.7466,-2.068,5.214,12.7643,7.6878,-1.3291,8.3902,7.1273,6.084,-3.2058,4.8347,10.0664,2.6231,-1.7606,4.2901,2550.31,367.9,1447.99,248.44,4325.67,673.45,0.10102,0.02269,0.06398,0.01813,2551.3,1200.8,22050,4.18,revving,50.8
275,Battery Fault,-198.1026,16.4665,110.6332,12.2215,-6.6838,6.9764,10.7725,5.0801,-3.3907,4.311,8.1668,4.9503,-3.4159,3.3185,15.4181,6.3708,-4.0802,3.669,5.7521,4.7001,-0.6441,3.3208,6.7772,4.4319,-3.9112,4.8564,1833.14,157.5,1211.05,125.93,3343.87,214.57,0.07483,0.01461,0.0566,0.00657,126.6,727.7,22050,2.77,idle,69.6
276,Clutch Slip,-193.3398,18.1583,107.5733,16.6935,-5.3911,8.5804,12.3299,6.5072,-7.5737,6.2861,11.5223,6.4682,-1.9401,4.7427,8.7294,5.2878,-4.398,6.6731,7.8899,4.2706,-1.9454,2.986,4.947,3.8572,0.1272,2.9497,1992.77,185.97,1202.22,147.78,3700.85,382.49,0.07428,0.01566,0.05441,0.00932,45.9,1902.2,22050,3.41,load,64.5
277,Oil Pressure Fault,-194.2811,18.5596,108.1978,12.7976,-3.6663,9.9841,19.0476,6.8135,-11.6613,8.5599,10.0297,6.004,-2.542,6.3505,6.4847,5.8266,-1.0589,3.8171,7.0404,4.0035,0.1367,5.3608,6.2362,4.3992,-0.5305,3.1367,2153.8,295.74,1359.04,194.57,3845.62,344.93,0.08353,0.02523,0.05234,0.01083,792.3,1351.4,22050,2.73,idle,58.7
278,Engine Overheating,-183.5681,17.3456,114.7754,16.7046,-14.2167,10.8335,8.5286,6.3314,-1.7744,5.3997,13.2732,8.617,-2.1164,7.1939,7.9672,6.5103,-3.3311,6.3913,7.955,5.8058,-2.1708,4.1735,7.2452,5.2664,-3.3047,2.195,2528.0,377.45,1456.78,299.59,4211.18,636.31,0.10339,0.02569,0.06555,0.02167,2673.7,826.9,22050,3.43,idle,72.1
279,Battery Fault,-196.0128,20.2645,109.5841,11.7854,-13.5839,8.6321,10.5862,6.2153,-4.3269,5.303,7.7975,6.4763,-0.4881,3.3838,5.4619,6.4688,-4.6692,3.6493,6.0725,2.3171,-1.7118,4.5785,5.8634,2.8934,-3.5131,3.9679,1936.61,235.57,1203.76,134.22,3424.99,318.47,0.07948,0.01518,0.0572,0.01123,141.9,886.3,22050,3.75,revving,53.1
280,Clutch Slip,-184.4895,15.6723,103.9352,14.8686,-7.4141,11.4595,15.6231,7.658,-6.1449,6.0899,11.991,5.5589,-4.7414,3.9966,10.3078,4.3376,-2.9239,6.9538,6.2085,4.1893,-1.1999,3.1853,5.2134,4.1624,-1.9665,4.1899,2053.3,221.79,1241.36,155.01,3560.28,496.34,0.09272,0.01509,0.05673,0.01172,18.5,1217.3,22050,4.48,idle,58.9
281,Brake System Fault,-175.4984,21.8386,112.2748,17.6927,-16.1681,8.8505,11.6177,11.823,-13.0645,7.3345,12.8901,10.1879,-5.2769,6.6646,9.1617,8.3196,-2.9084,8.5322,10.1876,5.8667,-4.785,6.0645,8.1332,4.8698,-3.9708,5.0854,2758.57,402.06,1768.58,331.5,4874.29,496.89,0.12273,0.02588,0.07273,0.016,3027.0,1010.8,22050,3.31,load,53.2
282,Engine Overheating,-184.7005,18.8524,111.4514,13.6574,-14.2928,5.7127,9.5715,9.5202,-5.7198,7.3498,9.1084,10.1168,-2.3037,4.5161,10.5398,4.4447,-6.7107,6.0004,10.2245,4.5407,-3.9879,3.1185,7.191,3.8618,-3.0369,5.0086,2317.9,386.72,1456.36,268.21,4156.01,442.23,0.09831,0.0199,0.06969,0.01393,2754.0,1228.5,22050,3.42,revving,75.3
283,Oil Pressure Fault,-188.7625,17.2364,106.4127,14.1693,-12.1642,7.8436,13.4852,8.2702,-8.6972,5.9217,6.3137,6.1264,-7.4966,6.9851,8.6802,3.5896,-3.634,6.0997,6.4176,5.701,-2.8234,4.322,1.2944,4.4469,-3.6879,3.2098,2097.46,285.62,1270.74,189.42,3797.12,538.12,0.07321,0.02304,0.05637,0.01407,1209.8,728.1,22050,3.02,load,61.9
284,Healthy,-192.1269,12.5332,113.877,10.1537,-8.1233,7.7462,13.5014,4.3404,-4.516,3.2766,8.1213,5.3273,-3.1171,3.0438,6.5311,2.4381,-2.8638,4.4843,4.5474,2.9176,-1.6585,2.5431,3.5154,3.4896,-3.1405,2.5328,1841.58,150.97,1098.37,112.33,2943.59,303.04,0.05225,0.01398,0.04439,0.01159,60.7,1449.5,22050,2.74,load,58.8
285,Oil Pressure Fault,-188.3554,15.7497,103.3784,11.4848,-11.3264,8.6784,10.4264,8.4068,-3.5281,6.6839,12.5224,4.7896,-5.435,5.413,8.6421,6.9092,-3.5492,4.119,8.847,6.8878,-1.5246,4.9398,6.1577,4.5286,-3.512,5.2703,2300.47,218.18,1289.34,181.22,3825.83,428.37,0.08528,0.01561,0.06188,0.01056,1420.2,1437.0,22050,4.34,idle,54.2
286,Healthy,-200.6772,13.1851,107.8777,11.8681,-9.8321,6.5022,11.7884,5.6313,-5.7519,7.3748,9.8343,4.4233,-3.4305,2.6278,5.9966,3.4633,-3.0299,3.2794,4.4307,3.099,-2.0469,2.9957,2.7222,3.004,-1.5514,2.4955,1752.05,190.69,996.97,110.07,2844.26,345.57,0.06711,0.01553,0.04444,0.01061,117.3,952.0,22050,4.47,load,77.4
287,Battery Fault,-193.4362,18.6078,114.8714,15.6191,-11.5857,5.9363,9.7838,6.5294,-3.5982,5.0694,8.2218,4.6819,-1.3571,4.351,11.9745,5.5137,-4.222,3.434,5.31,3.3447,0.0606,5.2615,8.086,4.3335,-3.9208,3.8364,1983.26,215.62,1135.41,125.68,3171.5,317.68,0.07569,0.01006,0.05006,0.00835,119.6,1560.8,22050,4.38,idle,73.8
288,Battery Fault,-190.9839,19.7508,111.2569,11.2405,-7.0307,6.2608,9.2323,5.9657,-5.8957,6.6858,8.3089,3.8321,-3.6398,4.2995,9.9742,3.7077,-5.5242,4.2139,6.2441,4.7679,-1.0762,2.1904,6.3846,4.0612,-3.7933,4.3702,1929.28,160.93,1087.77,119.04,3300.69,318.06,0.07537,0.01545,0.04544,0.01191,143.9,388.2,22050,3.71,load,69.1
289,Healthy,-203.0061,10.4627,115.4959,7.0948,-7.0057,7.9768,12.0321,4.5924,-5.3219,5.4811,10.8447,3.4322,-3.0835,3.3342,7.6399,3.1216,-2.291,3.5006,5.0949,2.6137,-1.3877,2.4798,2.5323,2.6249,-1.1752,3.3497,1717.87,214.85,948.05,104.59,3101.16,324.44,0.056,0.01525,0.05217,0.01156,49.2,1483.5,22050,2.62,revving,49.9
290,Clutch Slip,-192.2052,15.2985,109.8753,14.5609,-3.0458,10.8999,13.1557,6.8847,-7.0441,5.9415,9.8988,7.1,-0.1129,4.8455,9.9765,5.2761,-4.496,6.1386,6.2672,4.8146,-2.4849,3.0389,5.2419,4.6241,-0.8239,3.065,1976.14,310.14,1244.61,154.12,3760.36,350.34,0.08133,0.01101,0.05577,0.01495,45.2,1530.8,22050,4.42,idle,72.1
291,Oil Pressure Fault,-185.7342,21.0797,114.0617,15.6029,-9.8044,11.2065,15.8207,5.1319,-5.6272,9.0453,10.3953,5.5663,-4.5809,5.9911,7.787,6.9984,-3.5534,7.3849,5.1237,3.9387,-0.2604,3.5464,7.3551,3.6925,-0.9399,3.8153,2258.19,302.32,1337.24,172.48,3547.16,442.77,0.07757,0.01659,0.06443,0.01708,1043.6,643.0,22050,2.58,revving,60.8
292,Brake System Fault,-169.7976,19.5163,103.0588,18.9138,-8.3523,13.5934,13.8566,14.6457,-12.4581,8.4304,11.1052,7.278,-7.0622,7.702,9.6196,5.7859,2.6899,8.0865,10.3373,5.1669,-3.1624,6.1814,6.8393,5.9647,-0.3828,6.1568,2749.06,452.35,1661.86,256.72,4982.13,839.08,0.12387,0.02464,0.08491,0.02181,2909.6,208.1,22050,4.3,revving,71.8
293,Battery Fault,-181.9182,15.2251,111.5381,8.6803,-5.3131,5.2651,10.5578,7.4795,-3.9061,3.925,8.6083,4.8056,-1.527,3.7449,8.1686,5.8269,-6.0916,4.2722,4.1419,4.3824,-0.222,3.9835,7.4579,3.9974,-2.9956,3.4527,1948.66,244.09,1173.94,110.14,3496.05,236.49,0.07497,0.00823,0.05023,0.01538,165.6,736.9,22050,2.75,idle,63.2
294,Battery Fault,-187.1603,18.9534,113.9525,9.6969,-11.4738,7.424,12.0428,4.3914,-3.7203,4.0776,5.286,3.1544,-2.0893,4.8214,11.5981,3.2632,-3.6918,4.1718,4.4562,4.6005,-1.6799,3.7615,7.1941,4.0866,-3.7222,3.7233,1940.59,233.27,1107.11,128.88,3452.34,324.61,0.06987,0.01453,0.04541,0.01053,198.9,1299.0,22050,2.54,idle,69.2
295,Oil Pressure Fault,-184.9741,20.1041,109.6094,14.5684,-7.7373,8.6369,16.0168,9.9802,-5.0474,8.6709,11.379,6.5303,-3.8757,7.924,6.4149,5.103,-1.2777,6.4805,9.3042,4.9137,-1.8309,4.9483,6.7679,3.86,-0.8769,4.8734,2203.83,269.89,1331.14,217.25,3971.91,333.42,0.07598,0.01393,0.05395,0.00978,1403.8,558.7,22050,3.76,idle,54.1
296,Clutch Slip,-194.1506,14.8378,106.9539,9.264,-9.6215,6.9235,15.1596,9.1442,-5.4949,6.0354,9.4026,5.8572,-3.3816,6.0378,10.4814,4.9499,-4.1687,4.1991,3.9324,5.282,-2.0625,3.8262,5.6676,2.1927,-1.4546,4.2199,2007.3,169.01,1263.21,161.27,3595.68,452.91,0.06905,0.01054,0.04984,0.01549,14.1,1502.5,22050,4.18,idle,53.6
297,Clutch Slip,-190.1172,23.5893,106.7081,7.7399,-4.8968,10.5485,11.6941,7.9271,-4.4598,6.2997,14.2032,4.9774,-4.2827,4.3765,7.3483,7.0639,-2.528,6.6125,5.8334,5.8572,-3.0107,3.0604,3.5001,5.2025,-2.5936,2.3387,1988.48,306.24,1303.5,128.64,3797.13,306.74,0.07335,0.00856,0.05606,0.0095,64.9,1854.3,22050,3.43,idle,64.4
298,Clutch Slip,-191.3251,17.2747,111.1958,14.2236,-4.6266,5.0155,13.8985,7.7568,-11.3508,5.1128,9.4624,5.6973,-2.9268,5.5599,6.5498,4.6934,-2.9547,5.5296,8.6129,7.3246,-1.1029,4.0973,3.4785,5.0918,-1.3886,4.9223,2142.79,163.77,1239.49,160.84,3673.31,336.59,0.08003,0.00952,0.05594,0.01275,28.0,1639.5,22050,3.62,idle,68.1
299,Clutch Slip,-190.739,17.6417,117.4353,15.2667,-4.0842,7.6649,11.7961,7.1661,-8.1669,5.7218,12.1211,5.8765,-3.9845,5.355,6.1201,6.0883,-4.316,6.1203,5.9141,5.3073,-3.1552,3.3729,6.9193,3.9521,-2.1397,3.8342,2039.8,219.73,1284.32,151.58,3812.57,385.22,0.07036,0.01231,0.04839,0.01057,22.7,1739.3,22050,3.13,load,69.5
300,Battery Fault,-202.7477,16.4443,119.0971,8.8683,-10.751,7.982,10.5085,6.5181,-6.3691,4.6624,8.977,5.6004,-1.2786,4.695,8.2534,4.0481,-8.489,3.4243,5.0675,4.0909,-1.0422,3.8331,4.9817,5.3582,-1.8205,4.1914,1924.77,196.07,1229.96,122.61,3398.48,289.49,0.06686,0.01088,0.04522,0.01051,153.0,890.7,22050,3.51,idle,48.3
301,Battery Fault,-195.0227,20.3594,116.0829,11.6218,-9.56,10.2732,13.0028,6.2066,-3.5494,5.3245,10.112,6.0477,-0.9608,5.4515,9.151,4.0032,-5.0714,3.9122,4.1951,2.6054,0.4702,4.9137,5.569,4.4642,-3.4862,3.739,2072.11,264.16,1182.14,134.11,3400.88,347.29,0.06773,0.01368,0.05262,0.01041,162.4,207.2,22050,4.19,idle,54.7
302,Brake System Fault,-193.3131,20.5338,102.8911,16.1157,-6.351,9.8062,9.545,8.147,-3.0229,9.0041,12.9103,8.9691,-7.4243,7.4258,6.1401,3.8447,-4.9416,9.8009,7.6206,7.2644,-9.1318,5.7919,9.6023,5.6809,-5.0968,3.6457,2690.01,320.37,1797.27,273.62,5309.33,698.05,0.10701,0.02379,0.07098,0.02319,3461.3,976.5,22050,4.21,idle,54.1
303,Brake System Fault,-166.3922,18.8519,98.0108,22.7855,-9.724,12.6971,19.4758,8.9832,-8.8907,5.2526,14.3831,8.7867,-7.582,7.2509,10.8969,6.6144,-2.8142,5.4158,5.603,6.9226,-6.0696,6.9805,7.833,5.9698,-2.3535,5.9756,2960.25,479.25,1832.92,244.1,4913.73,756.29,0.10331,0.02203,0.07112,0.01542,4216.2,682.8,22050,3.61,load,57.4
304,Oil Pressure Fault,-192.0504,18.2524,100.9868,9.8223,-8.2325,7.6828,14.9194,8.9267,-1.4253,4.0512,5.6129,7.0724,-8.0675,7.3072,7.6686,5.7566,-1.4135,5.0423,4.6483,4.9541,-4.5021,3.8487,7.9457,3.2338,-2.2178,2.1852,2148.31,243.04,1366.45,157.96,3678.58,454.56,0.07973,0.0153,0.06386,0.01502,1468.7,1246.8,22050,4.45,load,69.7
305,Healthy,-203.5637,13.0944,105.173,8.7858,-10.681,5.8786,13.0474,6.6148,-2.0722,5.0915,9.2916,3.9542,-1.7781,3.2448,6.2892,3.5702,-1.6819,2.6422,4.2102,2.9899,-1.5219,2.6377,4.4902,3.3613,-0.9309,4.4742,1836.01,187.83,1019.03,106.44,3223.44,281.83,0.06471,0.01812,0.03967,0.01026,56.7,1089.7,22050,4.15,load,61.8
306,Battery Fault,-197.1511,13.5601,119.0886,11.8418,-10.5988,7.7516,10.8756,4.3448,-2.1121,5.5415,7.9619,5.6303,0.1069,6.0765,8.141,6.7618,-4.4005,4.2186,4.8095,5.2379,-1.9917,4.7041,8.5065,4.263,-3.6777,5.5549,1912.39,225.96,1185.04,125.71,3503.81,287.65,0.06712,0.01418,0.04454,0.0089,167.3,1064.7,22050,3.68,revving,55.4
307,Engine Overheating,-180.9781,12.3826,100.9564,18.514,-13.5823,10.5308,10.4015,9.8363,-5.4386,7.471,11.1348,7.1164,0.1012,6.6239,8.5793,5.5737,-6.9126,6.3515,8.9048,4.5806,-2.5101,6.9303,4.0064,5.0903,-3.5654,5.4125,2421.53,342.72,1660.21,206.12,4493.89,515.09,0.10322,0.02251,0.06431,0.0099,3147.1,685.9,22050,3.42,load,51.4
308,Clutch Slip,-195.0319,13.4788,102.389,14.5958,-5.0773,5.1943,13.3208,5.9037,-4.8979,6.4599,13.3853,7.0612,-4.6637,4.4428,7.0076,6.5639,-5.2384,4.6063,7.0503,3.7781,-3.3326,2.8023,5.5636,2.8542,-3.0445,4.7767,1926.61,199.02,1260.4,145.11,3603.7,366.9,0.07255,0.01669,0.05564,0.01022,41.3,2030.3,22050,3.28,load,72.3
309,Engine Overheating,-182.1768,10.477,102.5375,11.8862,-9.1287,9.6571,8.8922,10.4651,-6.381,6.85,12.2053,5.2651,-3.8166,6.2298,8.8752,7.1568,-5.1703,5.5054,10.256,3.7986,-2.9351,5.9693,5.9979,3.5815,-0.6647,2.6364,2432.37,277.94,1529.02,216.65,4199.29,578.84,0.09559,0.02152,0.06926,0.01066,2732.3,869.3,22050,2.93,revving,49.8
310,Clutch Slip,-183.6603,16.2262,110.956,12.4729,-3.387,9.6036,13.0596,9.4762,-7.5836,7.1266,15.9022,5.689,-4.44,4.68,6.3334,3.7144,0.572,4.467,7.896,6.0135,-0.5742,2.6902,4.0868,4.3334,-0.8604,4.173,2042.12,180.68,1273.85,150.59,3462.67,327.91,0.07261,0.01906,0.04728,0.01001,36.7,1417.3,22050,3.67,revving,66.8
311,Engine Overheating,-180.0884,27.0549,108.1917,14.4802,-10.3283,8.6106,14.9096,9.2044,-3.4136,5.5736,12.6841,7.2007,-4.0921,4.6533,6.6568,6.8463,-4.595,4.3289,6.4507,5.3029,-4.9504,4.0305,5.7336,4.2,-3.3546,2.4984,2542.87,315.71,1552.59,224.7,4257.22,546.73,0.09674,0.02165,0.06989,0.01365,2766.7,954.3,22050,4.19,load,58.9
312,Brake System Fault,-171.7765,16.7433,95.7389,18.1294,-18.7714,15.2252,21.9567,6.1299,-4.5176,10.5641,15.5735,5.4883,-6.8521,7.4012,8.4418,7.4586,-3.9457,8.6754,4.4353,6.9993,-1.1963,7.8227,3.3948,3.0355,-3.3742,5.6796,2694.5,502.7,1655.72,301.85,5149.16,786.75,0.11778,0.02155,0.06106,0.01948,4947.2,1161.1,22050,3.8,revving,51.6
313,Healthy,-197.1881,16.2926,110.0534,10.1179,-6.7132,5.9033,14.645,2.4926,-5.2507,6.2101,10.4431,4.1331,-1.9548,3.8486,6.1174,3.733,-2.1348,3.4369,4.2885,3.31,-2.9036,2.3628,4.2585,4.4155,-0.7471,3.78,1806.59,183.72,1066.1,104.14,2907.84,355.38,0.05641,0.0179,0.04151,0.01001,34.6,688.0,22050,3.94,idle,53.6
